Year,Crop,Area,Production,Yield,Province,temperature_2m_max,temperature_2m_min,temperature_2m_mean,Combined_temperature_normalized,precipitation_sum,precipitation_sum_normalized,shortwave_radiation,shortwave_radiation_normalized,fao_evapotranspiration,fao_evapotranspiration_normalized,precipitation_hours,precipitation_hours_normalized,Climate_Index
2001,apple,0.74,2.5,84.31,Punjab,18.9,6.08,12.26,0.08,8.0,0.04,13.57,0.21,2.32,0.12,15,0.06,0.11
2001,apple,0.74,2.5,84.31,Punjab,23.7,9.05,16.19,0.23,4.3,0.02,17.55,0.43,3.63,0.31,9,0.04,0.25
2001,apple,0.74,2.5,84.31,Punjab,29.03,14.49,21.77,0.45,3.5,0.02,21.66,0.66,5.03,0.51,9,0.04,0.41
2001,apple,0.74,2.5,84.31,Punjab,34.33,20.14,27.34,0.67,19.8,0.09,23.32,0.75,6.22,0.68,31,0.13,0.55
2001,apple,0.74,2.5,84.31,Punjab,41.2,27.17,34.25,0.94,24.8,0.11,26.59,0.93,7.69,0.89,39,0.16,0.72
2001,apple,0.74,2.5,84.31,Punjab,37.13,27.73,32.38,0.87,104.3,0.47,22.9,0.73,6.09,0.66,102,0.42,0.68
2001,apple,0.74,2.5,84.31,Punjab,36.17,27.89,31.88,0.85,140.7,0.64,19.19,0.52,5.24,0.54,173,0.71,0.64
2001,apple,0.74,2.5,84.31,Punjab,38.45,28.98,33.64,0.92,27.8,0.13,21.19,0.63,6.12,0.67,61,0.25,0.59
2001,apple,0.74,2.5,84.31,Punjab,36.56,24.94,30.54,0.8,47.3,0.22,20.07,0.57,5.18,0.53,55,0.23,0.53
2001,apple,0.74,2.5,84.31,Punjab,33.66,20.83,27.11,0.66,5.6,0.03,17.95,0.45,4.48,0.43,4,0.02,0.39
2001,apple,0.74,2.5,84.31,Punjab,27.53,13.5,20.24,0.4,3.7,0.02,14.88,0.28,3.34,0.27,5,0.02,0.24
2001,apple,0.74,2.5,84.31,Punjab,22.48,9.87,15.85,0.23,2.0,0.01,12.62,0.16,2.41,0.13,5,0.02,0.13
2002,apple,0.99,3.6,91.05,Punjab,20.38,7.27,13.53,0.13,0.5,0.0,14.03,0.24,2.47,0.14,2,0.01,0.13
2002,apple,0.99,3.6,91.05,Punjab,21.71,8.76,14.96,0.19,19.4,0.09,16.12,0.35,3.1,0.23,45,0.19,0.22
2002,apple,0.99,3.6,91.05,Punjab,29.15,14.84,22.08,0.46,19.7,0.09,20.67,0.6,4.9,0.49,48,0.2,0.41
2002,apple,0.99,3.6,91.05,Punjab,36.51,21.36,29.1,0.73,1.7,0.01,24.87,0.84,7.04,0.8,3,0.01,0.6
2002,apple,0.99,3.6,91.05,Punjab,41.81,26.44,34.43,0.94,19.1,0.09,26.8,0.94,8.09,0.95,25,0.1,0.73
2002,apple,0.99,3.6,91.05,Punjab,40.31,28.91,34.59,0.95,50.9,0.23,25.91,0.89,7.3,0.84,38,0.16,0.73
2002,apple,0.99,3.6,91.05,Punjab,39.88,30.12,35.1,0.97,23.5,0.11,24.84,0.84,7.23,0.83,32,0.13,0.69
2002,apple,0.99,3.6,91.05,Punjab,38.88,29.29,33.83,0.93,48.8,0.22,21.25,0.64,6.15,0.67,72,0.3,0.62
2002,apple,0.99,3.6,91.05,Punjab,33.4,23.89,28.57,0.72,74.0,0.34,18.68,0.49,4.42,0.42,69,0.28,0.49
2002,apple,0.99,3.6,91.05,Punjab,32.93,20.35,26.42,0.64,6.3,0.03,17.73,0.44,4.39,0.42,15,0.06,0.38
2002,apple,0.99,3.6,91.05,Punjab,27.16,14.46,20.41,0.41,5.7,0.03,14.05,0.24,3.07,0.23,16,0.07,0.23
2002,apple,0.99,3.6,91.05,Punjab,21.89,9.55,15.23,0.21,27.9,0.13,12.11,0.13,2.41,0.13,37,0.15,0.15
2003,apple,0.99,3.6,91.05,Punjab,18.54,6.54,12.15,0.08,7.8,0.04,12.55,0.15,2.01,0.08,25,0.1,0.09
2003,apple,0.99,3.6,91.05,Punjab,21.4,9.83,15.31,0.2,55.3,0.25,15.11,0.3,2.71,0.18,64,0.26,0.23
2003,apple,0.99,3.6,91.05,Punjab,26.75,13.47,19.93,0.38,22.9,0.1,20.38,0.59,4.32,0.41,27,0.11,0.37
2003,apple,0.99,3.6,91.05,Punjab,36.31,20.52,28.49,0.71,6.9,0.03,24.72,0.83,6.97,0.79,12,0.05,0.59
2003,apple,0.99,3.6,91.05,Punjab,39.65,24.06,32.3,0.85,3.1,0.01,27.81,1.0,8.14,0.96,10,0.04,0.7
2003,apple,0.99,3.6,91.05,Punjab,41.99,29.42,35.85,1.0,20.8,0.09,26.15,0.91,7.73,0.9,25,0.1,0.72
2003,apple,0.99,3.6,91.05,Punjab,35.63,27.87,31.72,0.84,126.7,0.58,20.21,0.58,5.15,0.53,150,0.62,0.63
2003,apple,0.99,3.6,91.05,Punjab,36.56,27.58,31.85,0.85,68.1,0.31,20.1,0.57,5.11,0.52,126,0.52,0.56
2003,apple,0.99,3.6,91.05,Punjab,36.5,26.18,31.08,0.82,52.1,0.24,19.11,0.52,4.92,0.49,60,0.25,0.52
2003,apple,0.99,3.6,91.05,Punjab,33.66,19.28,26.45,0.63,0.7,0.0,18.5,0.48,4.69,0.46,3,0.01,0.39
2003,apple,0.99,3.6,91.05,Punjab,25.91,12.11,18.62,0.34,14.1,0.06,14.64,0.27,3.24,0.25,22,0.09,0.23
2003,apple,0.99,3.6,91.05,Punjab,21.17,9.19,14.75,0.18,4.6,0.02,12.21,0.13,2.21,0.1,10,0.04,0.11
2004,apple,0.99,3.6,91.05,Punjab,18.45,7.96,12.88,0.11,34.7,0.16,11.21,0.08,1.94,0.07,61,0.25,0.1
2004,apple,0.99,3.6,91.05,Punjab,23.71,10.06,16.59,0.25,7.0,0.03,17.26,0.41,3.3,0.26,9,0.04,0.24
2004,apple,0.99,3.6,91.05,Punjab,32.3,16.97,24.65,0.56,0.2,0.0,22.14,0.69,5.29,0.55,1,0.0,0.45
2004,apple,0.99,3.6,91.05,Punjab,36.91,21.91,29.44,0.75,18.6,0.08,24.29,0.8,6.98,0.79,28,0.12,0.6
2004,apple,0.99,3.6,91.05,Punjab,40.62,25.17,33.28,0.89,12.9,0.06,27.14,0.96,8.03,0.94,18,0.07,0.71
2004,apple,0.99,3.6,91.05,Punjab,39.75,28.47,34.2,0.94,11.5,0.05,25.8,0.89,7.31,0.84,21,0.09,0.68
2004,apple,0.99,3.6,91.05,Punjab,39.22,29.57,34.44,0.95,33.5,0.15,24.08,0.79,6.65,0.74,39,0.16,0.66
2004,apple,0.99,3.6,91.05,Punjab,35.85,27.37,31.48,0.84,90.1,0.41,19.91,0.56,4.95,0.5,118,0.49,0.58
2004,apple,0.99,3.6,91.05,Punjab,36.94,25.97,31.34,0.83,21.1,0.1,20.46,0.59,5.53,0.58,25,0.1,0.52
2004,apple,0.99,3.6,91.05,Punjab,30.68,18.65,24.33,0.56,27.1,0.12,17.1,0.41,4.15,0.38,32,0.13,0.37
2004,apple,0.99,3.6,91.05,Punjab,27.56,14.83,20.89,0.42,9.1,0.04,14.06,0.24,3.03,0.22,13,0.05,0.23
2004,apple,0.99,3.6,91.05,Punjab,22.01,9.09,15.08,0.2,44.3,0.2,12.24,0.14,2.37,0.13,23,0.09,0.17
2005,apple,0.99,3.6,91.05,Punjab,17.34,6.06,11.37,0.05,17.8,0.08,12.55,0.15,2.07,0.08,40,0.16,0.09
2005,apple,0.99,3.6,91.05,Punjab,18.45,8.53,13.31,0.12,59.3,0.27,13.21,0.19,2.25,0.11,107,0.44,0.17
2005,apple,0.99,3.6,91.05,Punjab,25.94,14.26,19.94,0.38,55.4,0.25,18.62,0.49,3.68,0.32,81,0.33,0.36
2005,apple,0.99,3.6,91.05,Punjab,33.73,18.45,26.41,0.62,12.3,0.06,25.29,0.86,6.56,0.73,17,0.07,0.57
2005,apple,0.99,3.6,91.05,Punjab,36.97,23.08,30.15,0.78,24.7,0.11,25.54,0.87,7.11,0.81,35,0.14,0.64
2005,apple,0.99,3.6,91.05,Punjab,41.74,29.03,35.74,0.99,13.1,0.06,26.0,0.9,7.8,0.91,22,0.09,0.72
2005,apple,0.99,3.6,91.05,Punjab,35.26,27.48,31.29,0.83,124.6,0.57,19.95,0.56,4.91,0.49,165,0.68,0.61
2005,apple,0.99,3.6,91.05,Punjab,38.29,28.93,33.45,0.91,57.5,0.26,21.04,0.62,5.78,0.62,81,0.33,0.6
2005,apple,0.99,3.6,91.05,Punjab,35.8,25.92,30.61,0.8,48.0,0.22,19.1,0.52,5.01,0.51,73,0.3,0.51
2005,apple,0.99,3.6,91.05,Punjab,33.81,19.89,26.67,0.65,4.1,0.02,18.12,0.46,4.86,0.49,7,0.03,0.4
2005,apple,0.99,3.6,91.05,Punjab,26.96,13.55,19.85,0.38,1.2,0.01,14.57,0.27,3.33,0.27,3,0.01,0.23
2005,apple,0.99,3.6,91.05,Punjab,21.46,6.86,13.66,0.14,4.9,0.02,13.19,0.19,2.55,0.15,11,0.05,0.12
2006,apple,0.99,3.6,91.05,Punjab,19.57,6.77,12.7,0.11,7.1,0.03,13.27,0.19,2.42,0.14,26,0.11,0.12
2006,apple,0.99,3.6,91.05,Punjab,26.48,13.0,19.5,0.37,16.4,0.07,15.9,0.34,3.35,0.27,14,0.06,0.26
2006,apple,0.99,3.6,91.05,Punjab,26.35,14.4,20.26,0.39,57.5,0.26,19.05,0.51,3.99,0.36,70,0.29,0.38
2006,apple,0.99,3.6,91.05,Punjab,35.84,20.55,28.52,0.71,1.8,0.01,24.95,0.84,6.94,0.78,6,0.02,0.58
2006,apple,0.99,3.6,91.05,Punjab,41.64,27.81,34.99,0.96,10.5,0.05,26.43,0.92,7.51,0.87,23,0.09,0.7
2006,apple,0.99,3.6,91.05,Punjab,38.94,27.2,33.29,0.9,43.6,0.2,25.86,0.89,7.08,0.8,36,0.15,0.7
2006,apple,0.99,3.6,91.05,Punjab,36.72,28.65,32.6,0.88,113.6,0.52,21.4,0.64,5.68,0.6,112,0.46,0.66
2006,apple,0.99,3.6,91.05,Punjab,35.04,27.46,31.01,0.82,116.5,0.53,19.31,0.53,4.79,0.48,129,0.53,0.59
2006,apple,0.99,3.6,91.05,Punjab,35.72,25.72,30.53,0.8,39.7,0.18,19.34,0.53,4.98,0.5,49,0.2,0.5
2006,apple,0.99,3.6,91.05,Punjab,32.64,21.5,27.02,0.66,18.0,0.08,16.83,0.39,4.06,0.37,11,0.05,0.38
2006,apple,0.99,3.6,91.05,Punjab,25.7,14.9,19.87,0.39,41.2,0.19,13.31,0.2,2.72,0.18,32,0.13,0.24
2006,apple,0.99,3.6,91.05,Punjab,20.11,8.52,13.76,0.15,33.3,0.15,11.86,0.12,2.1,0.09,44,0.18,0.13
2007,apple,0.99,3.5,88.52,Punjab,20.43,6.27,12.98,0.11,0.0,0.0,14.15,0.24,2.61,0.16,0,0.0,0.13
2007,apple,0.99,3.5,88.52,Punjab,20.98,10.42,15.4,0.21,98.7,0.45,13.93,0.23,2.46,0.14,99,0.41,0.26
2007,apple,0.99,3.5,88.52,Punjab,25.71,13.53,19.62,0.37,43.1,0.2,19.59,0.54,3.9,0.35,66,0.27,0.36
2007,apple,0.99,3.5,88.52,Punjab,37.75,21.35,29.87,0.76,7.8,0.04,25.2,0.86,6.73,0.75,12,0.05,0.6
2007,apple,0.99,3.5,88.52,Punjab,39.73,25.66,32.92,0.88,13.2,0.06,26.5,0.93,7.51,0.87,24,0.1,0.68
2007,apple,0.99,3.5,88.52,Punjab,38.68,28.63,33.69,0.92,91.8,0.42,23.61,0.77,6.47,0.72,81,0.33,0.71
2007,apple,0.99,3.5,88.52,Punjab,36.24,28.03,32.1,0.86,114.5,0.52,21.58,0.65,5.3,0.55,146,0.6,0.64
2007,apple,0.99,3.5,88.52,Punjab,37.18,28.7,32.8,0.89,61.5,0.28,20.36,0.59,5.37,0.56,92,0.38,0.58
2007,apple,0.99,3.5,88.52,Punjab,36.06,26.29,30.91,0.82,35.9,0.16,19.19,0.52,4.82,0.48,57,0.23,0.5
2007,apple,0.99,3.5,88.52,Punjab,33.37,18.44,25.71,0.61,0.0,0.0,18.58,0.49,4.51,0.44,0,0.0,0.38
2007,apple,0.99,3.5,88.52,Punjab,27.94,15.0,21.15,0.43,1.9,0.01,14.51,0.26,3.06,0.23,3,0.01,0.23
2007,apple,0.99,3.5,88.52,Punjab,21.05,8.1,14.05,0.16,8.9,0.04,12.45,0.15,2.34,0.12,18,0.07,0.12
2008,apple,0.99,3.7,93.58,Punjab,17.55,5.69,11.19,0.04,28.0,0.13,12.61,0.16,2.25,0.11,50,0.21,0.11
2008,apple,0.99,3.7,93.58,Punjab,21.58,7.61,14.47,0.17,17.8,0.08,16.6,0.38,3.22,0.25,39,0.16,0.22
2008,apple,0.99,3.7,93.58,Punjab,31.57,16.16,23.88,0.53,3.7,0.02,21.6,0.66,5.15,0.53,9,0.04,0.44
2008,apple,0.99,3.7,93.58,Punjab,32.4,18.86,25.76,0.6,60.1,0.27,23.7,0.77,5.6,0.59,62,0.26,0.56
2008,apple,0.99,3.7,93.58,Punjab,38.3,24.29,31.42,0.83,43.7,0.2,25.89,0.89,6.97,0.79,46,0.19,0.68
2008,apple,0.99,3.7,93.58,Punjab,37.48,28.17,32.91,0.89,97.2,0.44,22.59,0.71,6.03,0.65,92,0.38,0.67
2008,apple,0.99,3.7,93.58,Punjab,38.15,29.26,33.54,0.92,56.9,0.26,21.5,0.65,5.89,0.63,80,0.33,0.62
2008,apple,0.99,3.7,93.58,Punjab,35.15,27.05,30.88,0.81,151.3,0.69,19.75,0.55,4.88,0.49,132,0.54,0.64
2008,apple,0.99,3.7,93.58,Punjab,35.05,24.8,29.84,0.77,64.1,0.29,19.42,0.53,4.74,0.47,42,0.17,0.52
2008,apple,0.99,3.7,93.58,Punjab,33.85,21.72,27.59,0.68,2.4,0.01,17.5,0.43,4.4,0.42,5,0.02,0.38
2008,apple,0.99,3.7,93.58,Punjab,28.03,13.66,20.59,0.41,0.2,0.0,14.77,0.28,3.34,0.27,1,0.0,0.24
2008,apple,0.99,3.7,93.58,Punjab,22.52,9.91,15.65,0.22,24.8,0.11,12.1,0.13,2.29,0.12,47,0.19,0.14
2009,apple,0.99,3.4,85.99,Punjab,20.49,8.17,13.88,0.15,17.5,0.08,13.11,0.18,2.33,0.12,34,0.14,0.13
2009,apple,0.99,3.4,85.99,Punjab,23.81,10.61,16.92,0.27,10.4,0.05,16.4,0.37,3.18,0.24,15,0.06,0.23
2009,apple,0.99,3.4,85.99,Punjab,28.93,15.59,22.2,0.47,7.6,0.03,20.3,0.58,4.6,0.45,25,0.1,0.38
2009,apple,0.99,3.4,85.99,Punjab,34.01,19.22,26.76,0.64,37.0,0.17,24.61,0.82,6.25,0.69,37,0.15,0.58
2009,apple,0.99,3.4,85.99,Punjab,40.07,25.39,32.97,0.88,9.8,0.04,26.61,0.93,7.46,0.86,22,0.09,0.68
2009,apple,0.99,3.4,85.99,Punjab,40.68,27.21,34.18,0.93,13.3,0.06,26.47,0.93,7.6,0.88,20,0.08,0.7
2009,apple,0.99,3.4,85.99,Punjab,38.16,29.03,33.6,0.92,64.4,0.29,23.07,0.74,6.19,0.68,66,0.27,0.66
2009,apple,0.99,3.4,85.99,Punjab,37.13,28.97,32.88,0.89,85.0,0.39,20.64,0.6,5.71,0.61,81,0.33,0.62
2009,apple,0.99,3.4,85.99,Punjab,35.92,25.11,30.44,0.79,32.6,0.15,20.49,0.59,4.99,0.5,25,0.1,0.51
2009,apple,0.99,3.4,85.99,Punjab,32.79,19.03,25.76,0.61,8.7,0.04,18.1,0.46,4.35,0.41,9,0.04,0.38
2009,apple,0.99,3.4,85.99,Punjab,26.32,13.07,19.25,0.36,2.6,0.01,14.38,0.25,3.05,0.23,9,0.04,0.21
2009,apple,0.99,3.4,85.99,Punjab,22.37,8.71,15.0,0.2,0.2,0.0,12.17,0.13,2.41,0.13,1,0.0,0.12
2010,apple,0.99,3.5,88.52,Punjab,20.46,7.62,13.5,0.14,2.0,0.01,12.88,0.17,2.16,0.1,9,0.04,0.1
2010,apple,0.99,3.5,88.52,Punjab,23.68,10.33,16.79,0.26,6.1,0.03,16.41,0.37,3.24,0.25,11,0.05,0.23
2010,apple,0.99,3.5,88.52,Punjab,31.82,17.57,24.59,0.56,9.3,0.04,21.22,0.63,4.91,0.49,16,0.07,0.43
2010,apple,0.99,3.5,88.52,Punjab,38.16,22.48,30.53,0.79,6.1,0.03,24.27,0.8,7.06,0.8,15,0.06,0.6
2010,apple,0.99,3.5,88.52,Punjab,40.56,26.1,33.55,0.91,8.1,0.04,26.43,0.92,7.72,0.9,14,0.06,0.69
2010,apple,0.99,3.5,88.52,Punjab,39.67,27.81,33.79,0.92,35.2,0.16,24.91,0.84,6.97,0.79,50,0.21,0.68
2010,apple,0.99,3.5,88.52,Punjab,37.03,28.61,32.71,0.88,134.4,0.61,21.29,0.64,5.71,0.61,121,0.5,0.68
2010,apple,0.99,3.5,88.52,Punjab,33.64,26.32,29.66,0.77,219.9,1.0,18.05,0.46,4.08,0.37,243,1.0,0.65
2010,apple,0.99,3.5,88.52,Punjab,34.31,24.45,29.28,0.75,25.9,0.12,18.81,0.5,4.52,0.44,54,0.22,0.45
2010,apple,0.99,3.5,88.52,Punjab,34.08,21.52,27.56,0.68,8.7,0.04,17.43,0.42,4.43,0.42,20,0.08,0.39
2010,apple,0.99,3.5,88.52,Punjab,27.88,13.44,20.41,0.4,0.0,0.0,14.96,0.29,3.38,0.27,0,0.0,0.24
2010,apple,0.99,3.5,88.52,Punjab,21.31,7.22,13.78,0.15,2.6,0.01,13.03,0.18,2.37,0.13,10,0.04,0.12
2011,apple,0.99,3.5,88.52,Punjab,18.85,5.34,11.83,0.07,0.3,0.0,13.27,0.19,2.3,0.12,1,0.0,0.1
2011,apple,0.99,3.5,88.52,Punjab,21.13,9.81,15.02,0.2,33.7,0.15,14.09,0.24,2.63,0.17,60,0.25,0.19
2011,apple,0.99,3.5,88.52,Punjab,29.01,14.59,21.79,0.45,6.7,0.03,20.63,0.6,4.64,0.45,10,0.04,0.38
2011,apple,0.99,3.5,88.52,Punjab,33.79,18.97,26.54,0.63,26.1,0.12,23.96,0.79,6.16,0.67,44,0.18,0.55
2011,apple,0.99,3.5,88.52,Punjab,41.45,26.34,34.12,0.93,25.0,0.11,26.49,0.93,7.73,0.9,44,0.18,0.72
2011,apple,0.99,3.5,88.52,Punjab,40.17,29.09,34.75,0.96,35.3,0.16,24.7,0.83,7.03,0.8,53,0.22,0.69
2011,apple,0.99,3.5,88.52,Punjab,35.91,27.84,31.95,0.85,94.8,0.43,20.83,0.61,5.26,0.54,107,0.44,0.61
2011,apple,0.99,3.5,88.52,Punjab,35.3,27.22,30.95,0.82,105.2,0.48,18.55,0.49,4.64,0.45,154,0.63,0.56
2011,apple,0.99,3.5,88.52,Punjab,33.02,24.8,28.69,0.73,118.6,0.54,17.15,0.41,3.96,0.36,122,0.5,0.51
2011,apple,0.99,3.5,88.52,Punjab,33.27,20.22,26.68,0.64,1.6,0.01,17.76,0.44,4.57,0.44,4,0.02,0.38
2011,apple,0.99,3.5,88.52,Punjab,28.74,16.22,22.2,0.47,1.2,0.01,14.15,0.24,3.21,0.25,3,0.01,0.24
2011,apple,0.99,3.5,88.52,Punjab,22.26,8.11,14.73,0.18,1.8,0.01,12.92,0.17,2.62,0.16,4,0.02,0.13
2012,apple,0.99,3.6,91.05,Punjab,18.25,5.59,11.63,0.06,11.3,0.05,13.17,0.19,2.29,0.12,18,0.07,0.1
2012,apple,0.99,3.6,91.05,Punjab,20.39,6.77,13.37,0.12,9.6,0.04,16.39,0.37,3.31,0.26,35,0.14,0.2
2012,apple,0.99,3.6,91.05,Punjab,27.97,13.32,20.84,0.41,2.8,0.01,21.67,0.66,5.04,0.51,9,0.04,0.4
2012,apple,0.99,3.6,91.05,Punjab,32.43,19.89,26.19,0.62,30.2,0.14,23.21,0.74,5.64,0.6,48,0.2,0.52
2012,apple,0.99,3.6,91.05,Punjab,39.47,24.58,32.52,0.86,3.2,0.01,27.15,0.96,7.66,0.89,9,0.04,0.68
2012,apple,0.99,3.6,91.05,Punjab,40.83,28.27,34.72,0.95,17.5,0.08,26.29,0.92,7.39,0.85,27,0.11,0.7
2012,apple,0.99,3.6,91.05,Punjab,39.26,29.87,34.73,0.96,22.2,0.1,23.8,0.78,6.63,0.74,38,0.16,0.64
2012,apple,0.99,3.6,91.05,Punjab,36.55,28.35,32.21,0.87,66.9,0.3,19.67,0.55,5.3,0.55,108,0.44,0.57
2012,apple,0.99,3.6,91.05,Punjab,32.94,24.03,28.25,0.71,210.7,0.96,16.97,0.4,3.92,0.35,160,0.66,0.6
2012,apple,0.99,3.6,91.05,Punjab,30.62,18.37,24.34,0.55,21.8,0.1,17.53,0.43,3.92,0.35,19,0.08,0.36
2012,apple,0.99,3.6,91.05,Punjab,26.04,13.45,19.38,0.37,7.9,0.04,14.33,0.25,2.89,0.2,19,0.08,0.22
2012,apple,0.99,3.6,91.05,Punjab,20.66,8.31,13.95,0.16,17.2,0.08,11.9,0.12,2.19,0.1,30,0.12,0.12
2013,apple,0.99,3.6,91.05,Punjab,19.24,5.9,12.14,0.08,1.6,0.01,13.88,0.23,2.37,0.13,9,0.04,0.11
2013,apple,0.99,3.6,91.05,Punjab,19.62,9.72,14.48,0.17,103.4,0.47,13.16,0.19,2.26,0.11,105,0.43,0.24
2013,apple,0.99,3.6,91.05,Punjab,26.78,13.73,20.16,0.39,39.1,0.18,20.45,0.59,4.09,0.38,42,0.17,0.38
2013,apple,0.99,3.6,91.05,Punjab,33.23,19.47,26.58,0.63,11.4,0.05,23.72,0.77,5.97,0.65,19,0.08,0.52
2013,apple,0.99,3.6,91.05,Punjab,39.88,25.14,32.82,0.88,11.1,0.05,27.32,0.97,7.95,0.93,17,0.07,0.71
2013,apple,0.99,3.6,91.05,Punjab,38.63,27.97,33.47,0.91,144.1,0.66,24.41,0.81,6.61,0.74,52,0.21,0.78
2013,apple,0.99,3.6,91.05,Punjab,36.57,28.42,32.53,0.87,85.4,0.39,21.12,0.63,5.51,0.58,103,0.42,0.62
2013,apple,0.99,3.6,91.05,Punjab,35.36,27.39,31.03,0.82,118.8,0.54,18.34,0.47,4.66,0.46,155,0.64,0.57
2013,apple,0.99,3.6,91.05,Punjab,37.44,26.79,31.84,0.85,30.2,0.14,19.52,0.54,5.34,0.55,43,0.18,0.52
2013,apple,0.99,3.6,91.05,Punjab,33.35,22.37,27.65,0.69,11.6,0.05,16.78,0.39,4.11,0.38,27,0.11,0.38
2013,apple,0.99,3.6,91.05,Punjab,26.02,12.8,19.05,0.35,15.7,0.07,14.21,0.25,3.0,0.22,23,0.09,0.22
2013,apple,0.99,3.6,91.05,Punjab,21.66,8.66,14.69,0.18,4.2,0.02,12.71,0.16,2.38,0.13,12,0.05,0.12
2014,apple,0.99,3.5,88.52,Punjab,19.66,6.98,12.82,0.11,1.0,0.0,13.17,0.19,2.37,0.13,6,0.02,0.11
2014,apple,0.99,3.5,88.52,Punjab,20.57,7.94,14.19,0.15,22.1,0.1,16.38,0.37,2.86,0.2,37,0.15,0.2
2014,apple,0.99,3.5,88.52,Punjab,25.26,13.12,19.02,0.35,47.6,0.22,19.52,0.54,3.96,0.36,65,0.27,0.37
2014,apple,0.99,3.5,88.52,Punjab,32.44,18.65,25.77,0.6,36.2,0.16,23.82,0.78,5.82,0.62,42,0.17,0.54
2014,apple,0.99,3.5,88.52,Punjab,37.61,24.06,31.13,0.81,27.6,0.13,25.39,0.87,7.06,0.8,49,0.2,0.65
2014,apple,0.99,3.5,88.52,Punjab,41.76,29.38,35.81,1.0,10.6,0.05,26.41,0.92,7.76,0.9,25,0.1,0.72
2014,apple,0.99,3.5,88.52,Punjab,37.4,28.94,33.32,0.9,60.9,0.28,21.77,0.66,5.95,0.64,77,0.32,0.62
2014,apple,0.99,3.5,88.52,Punjab,37.86,28.36,33.17,0.9,32.4,0.15,21.65,0.66,5.92,0.64,51,0.21,0.59
2014,apple,0.99,3.5,88.52,Punjab,33.67,25.03,29.28,0.75,93.9,0.43,17.94,0.45,4.36,0.41,93,0.38,0.51
2014,apple,0.99,3.5,88.52,Punjab,31.67,20.76,26.04,0.62,38.3,0.17,16.76,0.39,3.93,0.35,27,0.11,0.38
2014,apple,0.99,3.5,88.52,Punjab,26.68,12.89,19.45,0.37,8.4,0.04,14.6,0.27,3.13,0.24,9,0.04,0.23
2014,apple,0.99,3.5,88.52,Punjab,21.0,8.12,14.11,0.16,0.0,0.0,12.51,0.15,2.32,0.12,0,0.0,0.11
2015,apple,0.99,3.5,88.52,Punjab,18.47,7.49,12.65,0.1,26.9,0.12,12.12,0.13,1.96,0.07,48,0.2,0.1
2015,apple,0.99,3.5,88.52,Punjab,21.79,10.49,15.86,0.22,51.8,0.24,15.03,0.29,2.69,0.17,62,0.26,0.23
2015,apple,0.99,3.5,88.52,Punjab,23.78,13.5,18.47,0.32,109.8,0.5,17.46,0.43,3.3,0.26,126,0.52,0.38
2015,apple,0.99,3.5,88.52,Punjab,32.05,19.61,25.77,0.61,49.0,0.22,23.64,0.77,5.67,0.6,60,0.25,0.55
2015,apple,0.99,3.5,88.52,Punjab,38.96,24.61,32.0,0.85,16.0,0.07,26.46,0.93,7.3,0.84,27,0.11,0.67
2015,apple,0.99,3.5,88.52,Punjab,37.95,26.96,32.61,0.87,58.8,0.27,25.04,0.85,6.59,0.73,61,0.25,0.68
2015,apple,0.99,3.5,88.52,Punjab,35.03,27.23,30.94,0.82,148.4,0.67,19.87,0.56,4.91,0.49,157,0.65,0.64
2015,apple,0.99,3.5,88.52,Punjab,34.66,26.94,30.72,0.8,97.2,0.44,18.99,0.51,4.5,0.43,134,0.55,0.55
2015,apple,0.99,3.5,88.52,Punjab,35.5,24.91,30.1,0.78,99.5,0.45,19.65,0.55,5.04,0.51,45,0.19,0.57
2015,apple,0.99,3.5,88.52,Punjab,31.57,19.93,25.51,0.6,24.8,0.11,17.12,0.41,3.93,0.35,28,0.12,0.37
2015,apple,0.99,3.5,88.52,Punjab,26.73,13.6,19.8,0.38,0.2,0.0,14.0,0.23,3.12,0.24,2,0.01,0.21
2015,apple,0.99,3.5,88.52,Punjab,22.0,8.73,14.9,0.19,1.9,0.01,12.73,0.16,2.47,0.14,8,0.03,0.12
2016,apple,0.94,3.55,94.07,Punjab,19.87,8.32,13.71,0.14,12.6,0.06,12.16,0.13,2.08,0.09,28,0.12,0.1
2016,apple,0.94,3.55,94.07,Punjab,23.89,9.14,16.44,0.24,9.6,0.04,17.62,0.43,3.45,0.28,16,0.07,0.25
2016,apple,0.94,3.55,94.07,Punjab,26.76,15.33,20.84,0.42,70.1,0.32,18.54,0.49,3.88,0.34,80,0.33,0.39
2016,apple,0.94,3.55,94.07,Punjab,34.82,20.7,27.93,0.69,4.3,0.02,23.86,0.78,6.4,0.71,17,0.07,0.55
2016,apple,0.94,3.55,94.07,Punjab,40.39,26.83,33.88,0.92,11.2,0.05,26.35,0.92,7.52,0.87,17,0.07,0.69
2016,apple,0.94,3.55,94.07,Punjab,40.91,30.2,35.72,0.99,4.8,0.02,25.62,0.88,7.36,0.84,13,0.05,0.68
2016,apple,0.94,3.55,94.07,Punjab,36.37,28.4,32.33,0.87,127.7,0.58,20.78,0.61,5.2,0.53,126,0.52,0.65
2016,apple,0.94,3.55,94.07,Punjab,34.92,27.21,30.85,0.81,108.8,0.49,19.19,0.52,4.57,0.44,131,0.54,0.57
2016,apple,0.94,3.55,94.07,Punjab,35.98,26.21,31.1,0.82,12.9,0.06,20.09,0.57,5.19,0.53,18,0.07,0.49
